poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct,is_national
88556,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Texas,9/29/24,10/4/24,NA,NA,NA,NA,NA,NA,212203,617,rv,NA,rv,NA,10/10/24 08:54,NA,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-texas-toplines.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-texas-crosstabs.html,NA,NA,NA,8889,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,41,0
88618,1901,YouGov/Center for Working Class Politics,2215,Jacobin,YouGov/Center for Working Class Politics,391,YouGov,3,-1.1,Online Panel,4.5,Pennsylvania,9/24/24,10/2/24,NA,NA,NA,NA,NA,NA,212208,1000,rv,NA,rv,NA,10/10/24 08:57,NA,https://jacobin.com/2024/10/harris-trump-pa-workers-election-poll,https://jacobin.com/2024/10/harris-trump-pa-workers-election-poll,NA,https://images.jacobinmag.com/wp-content/uploads/2024/10/09165153/Crosstabs-Pdf.pdf,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,46.8,0
88482,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,NA,9/29/24,10/1/24,NA,NA,NA,NA,NA,NA,211401,1463,rv,NA,rv,NA,10/2/24 09:27,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_JAnqssN.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_JAnqssN.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,1
88482,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,NA,9/29/24,10/1/24,NA,NA,NA,NA,NA,NA,211402,1261,lv,NA,lv,NA,10/2/24 09:27,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_JAnqssN.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_JAnqssN.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,1
88431,486,The Washington Post,NA,NA,The Washington Post,3,ABC News/The Washington Post,3,-1.2,Live Phone/Text-to-Web,9,North Carolina,9/25/24,9/29/24,NA,NA,NA,NA,NA,NA,211143,1001,lv,NA,lv,NA,10/1/24 09:15,NA,https://www.washingtonpost.com/politics/2024/10/01/harris-trump-north-carolina-washington-post-poll/,https://www.washingtonpost.com/politics/2024/10/01/harris-trump-north-carolina-washington-post-poll/,https://www.washingtonpost.com/documents/764e6aa0-4419-4b75-ac7b-59dcfecf85fb.pdf,https://docs.google.com/spreadsheets/d/1dU3766TPHhPRMhSPTw3BLVSQUzT4ohrlkLdv5riybDQ/edit?pli=1&gid=40180788#gid=40180788,NA,NA,NA,8839,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,0
88431,486,The Washington Post,NA,NA,The Washington Post,3,ABC News/The Washington Post,3,-1.2,Live Phone/Text-to-Web,9,North Carolina,9/25/24,9/29/24,NA,NA,NA,NA,NA,NA,211144,1001,rv,NA,rv,NA,10/1/24 09:15,NA,https://www.washingtonpost.com/politics/2024/10/01/harris-trump-north-carolina-washington-post-poll/,https://www.washingtonpost.com/politics/2024/10/01/harris-trump-north-carolina-washington-post-poll/,https://www.washingtonpost.com/documents/764e6aa0-4419-4b75-ac7b-59dcfecf85fb.pdf,https://docs.google.com/spreadsheets/d/1dU3766TPHhPRMhSPTw3BLVSQUzT4ohrlkLdv5riybDQ/edit?pli=1&gid=40180788#gid=40180788,NA,NA,NA,8839,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,0
88554,1700,McCourtney Institute/YouGov,NA,NA,YouGov/Pennsylvania State University McCourtney Institute for Democracy,391,YouGov,3,-1.1,Online Panel,6.5,NA,9/23/24,9/27/24,NA,NA,NA,NA,NA,NA,211844,848,lv,NA,lv,NA,10/8/24 09:11,NA,https://www.apmresearchlab.org/motn/poll-democracy-belief-presidential-race-2024,https://www.apmresearchlab.org/motn/poll-democracy-belief-presidential-race-2024,NA,https://static1.squarespace.com/static/5c9542c8840b163998cf4804/t/670417f61019eb508ee3d354/1728321528049/MOTN-Democracy+on+the+ballot+%28APM+Research+Lab+Oct+2024%29.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,1
88407,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Nebraska CD-2,9/24/24,9/26/24,NA,NA,NA,NA,NA,NA,211041,680,rv,NA,rv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-crosstabs.html,NA,NA,NA,8837,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,51,0
88407,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Nebraska CD-2,9/24/24,9/26/24,NA,NA,NA,NA,NA,NA,211042,680,rv,NA,rv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-crosstabs.html,NA,NA,NA,8837,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,0
88407,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Nebraska CD-2,9/24/24,9/26/24,NA,NA,NA,NA,NA,NA,211043,680,lv,NA,lv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-crosstabs.html,NA,NA,NA,8837,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,52,0
88407,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Nebraska CD-2,9/24/24,9/26/24,NA,NA,NA,NA,NA,NA,211044,680,lv,NA,lv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-crosstabs.html,NA,NA,NA,8837,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,51,0
88404,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Michigan,9/21/24,9/26/24,NA,NA,NA,NA,NA,NA,211029,688,rv,NA,rv,NA,9/28/24 10:30,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-michigan-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-michigan-crosstabs.html,NA,NA,NA,8820,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,45,0
88404,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Michigan,9/21/24,9/26/24,NA,NA,NA,NA,NA,NA,211030,688,rv,NA,rv,NA,9/28/24 10:30,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-michigan-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-michigan-crosstabs.html,NA,NA,NA,8820,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,43,0
88404,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Michigan,9/21/24,9/26/24,NA,NA,NA,NA,NA,NA,211031,688,lv,NA,lv,NA,9/28/24 10:30,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-michigan-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-michigan-crosstabs.html,NA,NA,NA,8820,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,0
88404,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Michigan,9/21/24,9/26/24,NA,NA,NA,NA,NA,NA,211032,688,lv,NA,lv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-michigan-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-michigan-crosstabs.html,NA,NA,NA,8820,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,46,0
88405,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Ohio,9/21/24,9/26/24,NA,NA,NA,NA,NA,NA,211033,687,rv,NA,rv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-ohio-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-ohio-crosstabs.html,NA,NA,NA,8863,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,45,0
88405,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Ohio,9/21/24,9/26/24,NA,NA,NA,NA,NA,NA,211034,687,rv,NA,rv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-ohio-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-ohio-crosstabs.html,NA,NA,NA,8863,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,44,0
88405,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Ohio,9/21/24,9/26/24,NA,NA,NA,NA,NA,NA,211035,687,lv,NA,lv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-ohio-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-ohio-crosstabs.html,NA,NA,NA,8863,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,44,0
88405,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Ohio,9/21/24,9/26/24,NA,NA,NA,NA,NA,NA,211036,687,lv,NA,lv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-ohio-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-ohio-crosstabs.html,NA,NA,NA,8863,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,43,0
88406,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Wisconsin,9/21/24,9/26/24,NA,NA,NA,NA,NA,NA,211037,680,rv,NA,rv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-wisconsin-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-wisconsin-crosstabs.html,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,0
88406,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Wisconsin,9/21/24,9/26/24,NA,NA,NA,NA,NA,NA,211038,680,rv,NA,rv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-wisconsin-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-wisconsin-crosstabs.html,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,0
88406,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Wisconsin,9/21/24,9/26/24,NA,NA,NA,NA,NA,NA,211039,680,lv,NA,lv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-wisconsin-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-wisconsin-crosstabs.html,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,0
88406,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Wisconsin,9/21/24,9/26/24,NA,NA,NA,NA,NA,NA,211040,680,lv,NA,lv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-wisconsin-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-wisconsin-crosstabs.html,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,0
88488,1075,Marquette Law School,NA,NA,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,Wisconsin,9/18/24,9/26/24,NA,NA,NA,NA,NA,NA,211434,882,rv,NA,rv,NA,10/2/24 14:50,NA,https://law.marquette.edu/poll/2024/10/02/detailed-results-of-the-marquette-law-school-poll-september-18-26-2024/,https://law.marquette.edu/poll/2024/10/02/detailed-results-of-the-marquette-law-school-poll-september-18-26-2024/,https://law.marquette.edu/poll/wp-content/uploads/2024/10/MLSP82ToplinesRV.html,NA,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,52,0
88488,1075,Marquette Law School,NA,NA,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,Wisconsin,9/18/24,9/26/24,NA,NA,NA,NA,NA,NA,211435,798,lv,NA,lv,NA,10/2/24 14:50,NA,https://law.marquette.edu/poll/2024/10/02/detailed-results-of-the-marquette-law-school-poll-september-18-26-2024/,https://law.marquette.edu/poll/2024/10/02/detailed-results-of-the-marquette-law-school-poll-september-18-26-2024/,https://law.marquette.edu/poll/wp-content/uploads/2024/10/MLSP82ToplinesLV.html,NA,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,52,0
88488,1075,Marquette Law School,NA,NA,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,Wisconsin,9/18/24,9/26/24,NA,NA,NA,NA,NA,NA,211436,882,rv,NA,rv,NA,10/2/24 14:50,NA,https://law.marquette.edu/poll/2024/10/02/detailed-results-of-the-marquette-law-school-poll-september-18-26-2024/,https://law.marquette.edu/poll/2024/10/02/detailed-results-of-the-marquette-law-school-poll-september-18-26-2024/,https://law.marquette.edu/poll/wp-content/uploads/2024/10/MLSP82ToplinesRV.html,NA,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,DEM,Harris,16661,Kamala Harris,48,0
88488,1075,Marquette Law School,NA,NA,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,Wisconsin,9/18/24,9/26/24,NA,NA,NA,NA,NA,NA,211437,798,lv,NA,lv,NA,10/2/24 14:50,NA,https://law.marquette.edu/poll/2024/10/02/detailed-results-of-the-marquette-law-school-poll-september-18-26-2024/,https://law.marquette.edu/poll/2024/10/02/detailed-results-of-the-marquette-law-school-poll-september-18-26-2024/,https://law.marquette.edu/poll/wp-content/uploads/2024/10/MLSP82ToplinesLV.html,NA,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,DEM,Harris,16661,Kamala Harris,49,0
88351,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,NA,9/21/24,9/24/24,NA,NA,NA,NA,NA,NA,210698,1424,rv,NA,rv,NA,9/25/24 09:39,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YtkV7hy.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YtkV7hy.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,1
88351,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,NA,9/21/24,9/24/24,NA,NA,NA,NA,NA,NA,210699,1220,lv,NA,lv,NA,9/25/24 09:39,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YtkV7hy.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YtkV7hy.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,1
88361,568,YouGov,133,CBS News,YouGov,391,YouGov,3,-1.1,Online Panel,9,Georgia,9/20/24,9/24/24,NA,NA,NA,NA,NA,NA,210760,1441,lv,NA,lv,NA,9/25/24 19:56,NA,https://www.cbsnews.com/news/trump-harris-poll-georgia/,https://www.cbsnews.com/news/trump-harris-poll-georgia/,NA,https://www.scribd.com/document/773070429/cbsnews-20240924-ga,NA,NA,NA,8781,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,0
88276,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,9/17/24,9/21/24,NA,NA,NA,NA,NA,NA,210332,713,rv,NA,rv,NA,9/23/24 08:43,NA,https://www.nytimes.com/2024/09/23/us/politics/times-siena-polls-arizona-georgia-north-carolina.html,https://www.nytimes.com/2024/09/23/us/politics/times-siena-polls-arizona-georgia-north-carolina.html,https://www.nytimes.com/interactive/2024/09/23/us/elections/times-siena-arizona-toplines.html,https://www.nytimes.com/interactive/2024/09/23/us/elections/times-siena-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,45,0
88276,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,9/17/24,9/21/24,NA,NA,NA,NA,NA,NA,210333,713,lv,NA,lv,NA,9/23/24 08:43,NA,https://www.nytimes.com/2024/09/23/us/politics/times-siena-polls-arizona-georgia-north-carolina.html,https://www.nytimes.com/2024/09/23/us/politics/times-siena-polls-arizona-georgia-north-carolina.html,https://www.nytimes.com/interactive/2024/09/23/us/elections/times-siena-arizona-toplines.html,https://www.nytimes.com/interactive/2024/09/23/us/elections/times-siena-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,45,0
88276,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,9/17/24,9/21/24,NA,NA,NA,NA,NA,NA,210334,713,rv,NA,rv,NA,9/23/24 08:43,NA,https://www.nytimes.com/2024/09/23/us/politics/times-siena-polls-arizona-georgia-north-carolina.html,https://www.nytimes.com/2024/09/23/us/politics/times-siena-polls-arizona-georgia-north-carolina.html,https://www.nytimes.com/interactive/2024/09/23/us/elections/times-siena-arizona-toplines.html,https://www.nytimes.com/interactive/2024/09/23/us/elections/times-siena-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,42,0
88276,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,9/17/24,9/21/24,NA,NA,NA,NA,NA,NA,210335,713,lv,NA,lv,NA,9/23/24 08:43,NA,https://www.nytimes.com/2024/09/23/us/politics/times-siena-polls-arizona-georgia-north-carolina.html,https://www.nytimes.com/2024/09/23/us/politics/times-siena-polls-arizona-georgia-north-carolina.html,https://www.nytimes.com/interactive/2024/09/23/us/elections/times-siena-arizona-toplines.html,https://www.nytimes.com/interactive/2024/09/23/us/elections/times-siena-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,43,0
88277,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Georgia,9/17/24,9/21/24,NA,NA,NA,NA,NA,NA,210336,682,rv,NA,rv,NA,9/23/24 08:43,NA,https://www.nytimes.com/2024/09/23/us/politics/times-siena-polls-arizona-georgia-north-carolina.html,https://www.nytimes.com/2024/09/23/us/politics/times-siena-polls-arizona-georgia-north-carolina.html,https://www.nytimes.com/interactive/2024/09/23/us/elections/times-siena-georgia-toplines.html,https://www.nytimes.com/interactive/2024/09/23/us/elections/times-siena-georgia-crosstabs.html,NA,NA,NA,8781,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,44,0
88277,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Georgia,9/17/24,9/21/24,NA,NA,NA,NA,NA,NA,210337,682,lv,NA,lv,NA,9/23/24 08:43,NA,https://www.nytimes.com/2024/09/23/us/politics/times-siena-polls-arizona-georgia-north-carolina.html,https://www.nytimes.com/2024/09/23/us/politics/times-siena-polls-arizona-georgia-north-carolina.html,https://www.nytimes.com/interactive/2024/09/23/us/elections/times-siena-georgia-toplines.html,https://www.nytimes.com/interactive/2024/09/23/us/elections/times-siena-georgia-crosstabs.html,NA,NA,NA,8781,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,45,0
88277,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Georgia,9/17/24,9/21/24,NA,NA,NA,NA,NA,NA,210338,682,rv,NA,rv,NA,9/23/24 08:43,NA,https://www.nytimes.com/2024/09/23/us/politics/times-siena-polls-arizona-georgia-north-carolina.html,https://www.nytimes.com/2024/09/23/us/politics/times-siena-polls-arizona-georgia-north-carolina.html,https://www.nytimes.com/interactive/2024/09/23/us/elections/times-siena-georgia-toplines.html,https://www.nytimes.com/interactive/2024/09/23/us/elections/times-siena-georgia-crosstabs.html,NA,NA,NA,8781,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,43,0
